id,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
2pnPe4pJtq7689i5ydzvJJ,Run Rudolph Run,Chuck Berry,681,715,7,-10.609,0,912,812,9.43e-06,777,957,152.132,4
0ug5NqcwcFR2xrfTkc7k8e,Style,Taylor Swift,588,791,7,-5.595,1,402,245,258,118,487,94.933,4
1zv3WFUbZ5vPxFq9I2jAU1,We Found Love,"Rihanna, Calvin Harris",734,766,1,-4.485,1,383,25,138,108,0.6,127.986,4
3dYD57lRAUcMHufyqn9GcI,Take Me to Church,Hozier,566,664,4,-5.303,0,464,634,0.0,116,437,128.945,4
15JINEqzVMv3SvJTAXAKED,Love The Way You Lie,"Eminem, Rihanna",749,925,10,-5.034,1,227,241,0.0,0.52,641,86.989,4
0rHToGels2lt8Y0mCYoF90,Deck The Halls,Nat King Cole,684,437,9,-10.522,1,491,742,1.58e-05,224,964,107.607,4
3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",529,673,0,-4.711,1,175,307,2.41e-06,93,366,165.921,4
1JSTJqkT5qHq8MDJnJbRE1,Every Breath You Take,The Police,0.82,452,1,-9.796,1,348,543,294,714,0.74,117.401,4
3zSSCPpLZ5Oc8nelhhGjKz,Tu hai kahan,AUR,708,356,1,-9.738,1,75,437,6.54e-05,112,569,83.679,4
3KZCP2StVGdWkOKyRZNWA4,Es un Secreto,Plan B,841,774,6,-4.963,0,421,117,2.66e-06,674,494,95.006,4
3DK6m7It6Pw857FcQftMds,Runaway,"Kanye West, Pusha T",374,568,1,-3.825,0,109,219,219,513,111,84.733,4
6GGtHZgBycCgGBUhZo81xe,Say Yes To Heaven,Lana Del Rey,0.49,352,6,-11.577,0,254,709,856,114,166,99.992,4
